originregion_id,originregion_name,destinationregion_id,destinationregion_name,regionflow_2000_,regionflow_2002_,regionflow_2004_,regionflow_2006_,regionflow_2008_,regionflow_2010_,xxx,origin_iso,origin_name,destination_iso,destination_name,countryflow_2000,countryflow_2002,countryflow_2004,countryflow_2006,countryflow_2008,countryflow_2010,origin_show,destination_show
1,Nord,6,West,19580,18309,17717,17782,17156,18133,,51,Schleswig-Flensburg,342,Wiesbaden,5,5,5,4,6,2,1,1
1,Nord,7,Nord West,40706,41264,41693,41570,41397,42206,,51,Schleswig-Flensburg,345,Aachen,8,16,11,5,17,10,1,1
1,Nord,7,Nord West,40706,41264,41693,41570,41397,42206,,51,Schleswig-Flensburg,346,Bielefeld,11,13,8,11,8,14,1,1
1,Nord,7,Nord West,40706,41264,41693,41570,41397,42206,,51,Schleswig-Flensburg,347,Bochum,7,2,9,7,7,9,1,1
1,Nord,7,Nord West,40706,41264,41693,41570,41397,42206,,51,Schleswig-Flensburg,348,Bonn,11,12,1,9,8,6,1,1
1,Nord,7,Nord West,40706,41264,41693,41570,41397,42206,,51,Schleswig-Flensburg,349,Borken,6,1,0,1,1,2,1,1
1,Nord,7,Nord West,40706,41264,41693,41570,41397,42206,,51,Schleswig-Flensburg,352,Dortmund,14,12,12,14,14,12,1,1
1,Nord,7,Nord West,40706,41264,41693,41570,41397,42206,,51,Schleswig-Flensburg,353,Duisburg,3,5,3,7,24,6,1,1
1,Nord,7,Nord West,40706,41264,41693,41570,41397,42206,,51,Schleswig-Flensburg,354,Düren,9,5,10,2,2,2,1,1
1,Nord,7,Nord West,40706,41264,41693,41570,41397,42206,,51,Schleswig-Flensburg,355,Düsseldorf,6,7,8,5,6,9,1,1
1,Nord,7,Nord West,40706,41264,41693,41570,41397,42206,,51,Schleswig-Flensburg,356,Ennepe-Ruhr-Kreis,11,11,3,7,2,13,1,1
1,Nord,7,Nord West,40706,41264,41693,41570,41397,42206,,51,Schleswig-Flensburg,357,Essen,6,7,16,11,13,12,1,1
1,Nord,7,Nord West,40706,41264,41693,41570,41397,42206,,51,Schleswig-Flensburg,359,Gelsenkirchen,0,1,1,0,2,1,1,1
1,Nord,7,Nord West,40706,41264,41693,41570,41397,42206,,51,Schleswig-Flensburg,360,Gütersloh,6,14,8,6,2,6,1,1
1,Nord,7,Nord West,40706,41264,41693,41570,41397,42206,,51,Schleswig-Flensburg,361,Hagen,7,7,1,2,5,0,1,1
1,Nord,7,Nord West,40706,41264,41693,41570,41397,42206,,51,Schleswig-Flensburg,364,Herford,6,4,5,5,2,1,1,1
1,Nord,7,Nord West,40706,41264,41693,41570,41397,42206,,51,Schleswig-Flensburg,368,Kleve,10,5,4,4,7,7,1,1
1,Nord,7,Nord West,40706,41264,41693,41570,41397,42206,,51,Schleswig-Flensburg,369,Köln,22,23,16,30,27,11,1,1
1,Nord,7,Nord West,40706,41264,41693,41570,41397,42206,,51,Schleswig-Flensburg,370,Krefeld,0,4,3,5,2,8,1,1
1,Nord,7,Nord West,40706,41264,41693,41570,41397,42206,,51,Schleswig-Flensburg,372,Lippe,16,9,6,4,2,13,1,1
1,Nord,7,Nord West,40706,41264,41693,41570,41397,42206,,51,Schleswig-Flensburg,373,Märkischer Kreis,11,8,14,6,11,7,1,1
1,Nord,7,Nord West,40706,41264,41693,41570,41397,42206,,51,Schleswig-Flensburg,374,Mettmann,14,6,5,10,6,10,1,1
1,Nord,7,Nord West,40706,41264,41693,41570,41397,42206,,51,Schleswig-Flensburg,375,Minden-Lübbecke,9,14,4,10,9,15,1,1
1,Nord,7,Nord West,40706,41264,41693,41570,41397,42206,,51,Schleswig-Flensburg,376,Mönchengladbach,6,15,3,6,2,8,1,1
1,Nord,7,Nord West,40706,41264,41693,41570,41397,42206,,51,Schleswig-Flensburg,378,Münster,5,12,13,27,8,17,1,1
1,Nord,7,Nord West,40706,41264,41693,41570,41397,42206,,51,Schleswig-Flensburg,379,Oberbergischer Kreis,4,4,3,3,5,0,1,1
1,Nord,7,Nord West,40706,41264,41693,41570,41397,42206,,51,Schleswig-Flensburg,380,Oberhausen,1,0,0,6,4,2,1,1
1,Nord,7,Nord West,40706,41264,41693,41570,41397,42206,,51,Schleswig-Flensburg,382,Paderborn,5,38,9,6,9,16,1,1
1,Nord,7,Nord West,40706,41264,41693,41570,41397,42206,,51,Schleswig-Flensburg,383,Recklinghausen,11,8,12,5,16,16,1,1
1,Nord,7,Nord West,40706,41264,41693,41570,41397,42206,,51,Schleswig-Flensburg,385,Rhein-Erft-Kreis,2,8,10,10,4,4,1,1
1,Nord,7,Nord West,40706,41264,41693,41570,41397,42206,,51,Schleswig-Flensburg,386,Rheinisch-Bergischer Kreis,2,2,8,3,3,3,1,1
1,Nord,7,Nord West,40706,41264,41693,41570,41397,42206,,51,Schleswig-Flensburg,387,Rhein-Kreis Neuss,3,10,2,12,7,1,1,1
1,Nord,7,Nord West,40706,41264,41693,41570,41397,42206,,51,Schleswig-Flensburg,388,Rhein-Sieg-Kreis,45,53,20,37,29,9,1,1
1,Nord,7,Nord West,40706,41264,41693,41570,41397,42206,,51,Schleswig-Flensburg,390,Soest,7,4,9,4,8,1,1,1
1,Nord,7,Nord West,40706,41264,41693,41570,41397,42206,,51,Schleswig-Flensburg,392,Steinfurt,4,11,5,1,10,15,1,1
1,Nord,7,Nord West,40706,41264,41693,41570,41397,42206,,51,Schleswig-Flensburg,393,Unna,12,8,8,8,8,8,1,1
1,Nord,7,Nord West,40706,41264,41693,41570,41397,42206,,51,Schleswig-Flensburg,394,Viersen,8,4,2,10,9,4,1,1
1,Nord,7,Nord West,40706,41264,41693,41570,41397,42206,,51,Schleswig-Flensburg,395,Warendorf,5,3,6,3,6,1,1,1
1,Nord,7,Nord West,40706,41264,41693,41570,41397,42206,,51,Schleswig-Flensburg,396,Wesel,8,10,12,8,5,10,1,1
1,Nord,7,Nord West,40706,41264,41693,41570,41397,42206,,51,Schleswig-Flensburg,397,Wuppertal,10,3,6,14,8,18,1,1
1,Nord,1,Nord,290532,290261,285487,268759,258607,277997,,52,Segeberg,3,Braunschweig,8,20,24,14,23,33,1,1
1,Nord,1,Nord,290532,290261,285487,268759,258607,277997,,52,Segeberg,4,Bremen,42,39,45,61,72,56,1,1
1,Nord,1,Nord,290532,290261,285487,268759,258607,277997,,52,Segeberg,13,Emsland,7,12,10,11,6,13,1,1
1,Nord,1,Nord,290532,290261,285487,268759,258607,277997,,52,Segeberg,18,Göttingen,14,12,12,12,14,10,1,1
1,Nord,1,Nord,290532,290261,285487,268759,258607,277997,,52,Segeberg,20,Hamburg,2999,2953,3275,2910,2991,3000,1,1
1,Nord,1,Nord,290532,290261,285487,268759,258607,277997,,52,Segeberg,22,Harburg,91,116,148,98,104,107,1,1
1,Nord,1,Nord,290532,290261,285487,268759,258607,277997,,52,Segeberg,24,Herzogtum Lauenburg,122,132,129,139,115,126,1,1
1,Nord,1,Nord,290532,290261,285487,268759,258607,277997,,52,Segeberg,25,Hildesheim,20,18,15,16,10,13,1,1
1,Nord,1,Nord,290532,290261,285487,268759,258607,277997,,52,Segeberg,27,Kiel,234,278,324,300,306,355,1,1
1,Nord,1,Nord,290532,290261,285487,268759,258607,277997,,52,Segeberg,29,Lübeck,262,242,309,292,315,280,1,1
1,Nord,1,Nord,290532,290261,285487,268759,258607,277997,,52,Segeberg,31,Lüneburg,39,76,105,77,68,61,1,1
1,Nord,1,Nord,290532,290261,285487,268759,258607,277997,,52,Segeberg,36,Oldenburg,12,17,13,25,13,15,1,1
1,Nord,1,Nord,290532,290261,285487,268759,258607,277997,,52,Segeberg,39,Osnabrück,10,13,6,8,14,16,1,1
1,Nord,1,Nord,290532,290261,285487,268759,258607,277997,,52,Segeberg,42,Ostholstein,289,303,364,311,324,285,1,1
1,Nord,1,Nord,290532,290261,285487,268759,258607,277997,,52,Segeberg,44,Pinneberg,840,783,802,658,731,759,1,1
1,Nord,1,Nord,290532,290261,285487,268759,258607,277997,,52,Segeberg,46,Region Hannover,77,80,60,66,65,67,1,1
1,Nord,1,Nord,290532,290261,285487,268759,258607,277997,,52,Segeberg,47,Rendsburg-Eckernförde,269,283,335,245,292,254,1,1
1,Nord,1,Nord,290532,290261,285487,268759,258607,277997,,52,Segeberg,51,Schleswig-Flensburg,99,107,89,95,132,118,1,1
1,Nord,1,Nord,290532,290261,285487,268759,258607,277997,,52,Segeberg,52,Segeberg,0,0,0,0,0,0,1,1
1,Nord,1,Nord,290532,290261,285487,268759,258607,277997,,52,Segeberg,56,Stormarn,486,478,600,534,516,464,1,1
1,Nord,2,Nord Ost,25323,25117,24412,24678,22518,27203,,52,Segeberg,65,Barnim,2,3,13,4,11,16,1,1
1,Nord,2,Nord Ost,25323,25117,24412,24678,22518,27203,,52,Segeberg,66,Berlin,143,161,127,113,163,173,1,1
1,Nord,2,Nord Ost,25323,25117,24412,24678,22518,27203,,52,Segeberg,72,Ludwigslust-Parchim,43,59,51,37,55,35,1,1
1,Nord,2,Nord Ost,25323,25117,24412,24678,22518,27203,,52,Segeberg,73,Märkisch-Oderland,3,3,3,5,0,12,1,1
1,Nord,2,Nord Ost,25323,25117,24412,24678,22518,27203,,52,Segeberg,74,Mecklenb.,20,33,32,33,32,47,1,1
1,Nord,2,Nord Ost,25323,25117,24412,24678,22518,27203,,52,Segeberg,76,Oberhavel,3,6,13,13,7,8,1,1
1,Nord,2,Nord Ost,25323,25117,24412,24678,22518,27203,,52,Segeberg,80,Potsdam-Mittelmark,9,4,21,24,19,19,1,1
1,Nord,2,Nord Ost,25323,25117,24412,24678,22518,27203,,52,Segeberg,82,Rostock,22,34,50,29,41,43,1,1
1,Nord,2,Nord Ost,25323,25117,24412,24678,22518,27203,,52,Segeberg,83,Rostock,27,35,34,28,32,38,1,1
1,Nord,2,Nord Ost,25323,25117,24412,24678,22518,27203,,52,Segeberg,88,Vorpommern-Greifswald,16,24,34,44,42,32,1,1
1,Nord,3,Ost,15098,13269,13911,13695,13710,15072,,52,Segeberg,92,Bautzen,0,0,3,0,3,2,1,1
1,Nord,3,Ost,15098,13269,13911,13695,13710,15072,,52,Segeberg,95,Chemnitz,1,0,0,1,0,7,1,1
1,Nord,3,Ost,15098,13269,13911,13695,13710,15072,,52,Segeberg,97,Dresden,19,17,13,26,17,14,1,1
1,Nord,3,Ost,15098,13269,13911,13695,13710,15072,,52,Segeberg,100,Erfurt,7,0,1,1,8,7,1,1
1,Nord,3,Ost,15098,13269,13911,13695,13710,15072,,52,Segeberg,106,Halle (Saale),3,3,10,7,1,8,1,1
1,Nord,3,Ost,15098,13269,13911,13695,13710,15072,,52,Segeberg,111,Jerichower Land,6,3,10,10,7,7,1,1
1,Nord,3,Ost,15098,13269,13911,13695,13710,15072,,52,Segeberg,113,Leipzig,15,11,21,18,21,19,1,1
1,Nord,3,Ost,15098,13269,13911,13695,13710,15072,,52,Segeberg,114,Leipzig,1,5,8,0,4,3,1,1
1,Nord,3,Ost,15098,13269,13911,13695,13710,15072,,52,Segeberg,115,Magdeburg,3,6,2,8,15,13,1,1
1,Nord,3,Ost,15098,13269,13911,13695,13710,15072,,52,Segeberg,118,Mittelsachsen,1,0,0,2,2,2,1,1
1,Nord,3,Ost,15098,13269,13911,13695,13710,15072,,52,Segeberg,136,Zwickau,3,2,2,2,2,9,1,1
1,Nord,4,Süd Ost,16976,14336,13647,15272,13832,13938,,52,Segeberg,145,Augsburg,6,2,4,4,2,4,1,1
1,Nord,4,Süd Ost,16976,14336,13647,15272,13832,13938,,52,Segeberg,146,Augsburg,6,3,2,1,4,2,1,1
1,Nord,4,Süd Ost,16976,14336,13647,15272,13832,13938,,52,Segeberg,168,Freising,3,8,6,0,21,2,1,1
1,Nord,4,Süd Ost,16976,14336,13647,15272,13832,13938,,52,Segeberg,170,Fürstenfeldbruck,9,4,11,7,9,0,1,1
1,Nord,4,Süd Ost,16976,14336,13647,15272,13832,13938,,52,Segeberg,171,Fürth,2,0,10,1,4,1,1,1
1,Nord,4,Süd Ost,16976,14336,13647,15272,13832,13938,,52,Segeberg,195,München,37,26,32,43,50,31,1,1
1,Nord,4,Süd Ost,16976,14336,13647,15272,13832,13938,,52,Segeberg,196,München,13,8,7,9,13,3,1,1
1,Nord,4,Süd Ost,16976,14336,13647,15272,13832,13938,,52,Segeberg,202,Nürnberg,8,1,7,6,15,12,1,1
1,Nord,4,Süd Ost,16976,14336,13647,15272,13832,13938,,52,Segeberg,210,Regensburg,2,2,3,0,3,0,1,1
1,Nord,4,Süd Ost,16976,14336,13647,15272,13832,13938,,52,Segeberg,214,Rosenheim,7,3,14,2,9,4,1,1
1,Nord,4,Süd Ost,16976,14336,13647,15272,13832,13938,,52,Segeberg,231,Würzburg,0,3,4,1,3,2,1,1
1,Nord,5,Süd West,15413,14829,13646,13549,13354,12933,,52,Segeberg,236,Böblingen,11,13,3,7,12,2,1,1
1,Nord,5,Süd West,15413,14829,13646,13549,13354,12933,,52,Segeberg,237,Bodenseekreis,5,6,4,2,8,8,1,1
1,Nord,5,Süd West,15413,14829,13646,13549,13354,12933,,52,Segeberg,238,Breisgau,6,16,9,11,1,7,1,1
1,Nord,5,Süd West,15413,14829,13646,13549,13354,12933,,52,Segeberg,241,Enzkreis,7,0,5,2,2,1,1,1
1,Nord,5,Süd West,15413,14829,13646,13549,13354,12933,,52,Segeberg,242,Esslingen,13,11,7,3,8,11,1,1
1,Nord,5,Süd West,15413,14829,13646,13549,13354,12933,,52,Segeberg,243,Freiburg,8,17,11,10,7,3,1,1
1,Nord,5,Süd West,15413,14829,13646,13549,13354,12933,,52,Segeberg,246,Heidelberg,9,7,8,4,6,2,1,1
1,Nord,5,Süd West,15413,14829,13646,13549,13354,12933,,52,Segeberg,249,Heilbronn,11,5,6,1,6,3,1,1
1,Nord,5,Süd West,15413,14829,13646,13549,13354,12933,,52,Segeberg,251,Karlsruhe,15,7,3,7,3,8,1,1
1,Nord,5,Süd West,15413,14829,13646,13549,13354,12933,,52,Segeberg,252,Karlsruhe,4,4,10,6,6,1,1,1
1,Nord,5,Süd West,15413,14829,13646,13549,13354,12933,,52,Segeberg,253,Konstanz,11,16,5,7,9,7,1,1
1,Nord,5,Süd West,15413,14829,13646,13549,13354,12933,,52,Segeberg,255,Ludwigsburg,19,12,10,7,4,7,1,1
1,Nord,5,Süd West,15413,14829,13646,13549,13354,12933,,52,Segeberg,257,Mannheim,11,2,6,6,11,10,1,1
1,Nord,5,Süd West,15413,14829,13646,13549,13354,12933,,52,Segeberg,259,Ortenaukreis,4,6,9,14,10,4,1,1
1,Nord,5,Süd West,15413,14829,13646,13549,13354,12933,,52,Segeberg,260,Ostalbkreis,5,0,7,1,2,2,1,1
1,Nord,5,Süd West,15413,14829,13646,13549,13354,12933,,52,Segeberg,262,Rastatt,8,4,6,6,6,4,1,1
1,Nord,5,Süd West,15413,14829,13646,13549,13354,12933,,52,Segeberg,263,Ravensburg,2,2,3,3,6,2,1,1
1,Nord,5,Süd West,15413,14829,13646,13549,13354,12933,,52,Segeberg,264,Rems-Murr-Kreis,10,6,9,4,7,5,1,1
1,Nord,5,Süd West,15413,14829,13646,13549,13354,12933,,52,Segeberg,265,Reutlingen,2,2,1,5,7,2,1,1
1,Nord,5,Süd West,15413,14829,13646,13549,13354,12933,,52,Segeberg,266,Rhein-Neckar-Kreis,16,12,18,7,4,3,1,1
1,Nord,5,Süd West,15413,14829,13646,13549,13354,12933,,52,Segeberg,271,Stuttgart,15,18,9,16,8,14,1,1
1,Nord,5,Süd West,15413,14829,13646,13549,13354,12933,,52,Segeberg,272,Tübingen,8,5,7,11,18,5,1,1
1,Nord,5,Süd West,15413,14829,13646,13549,13354,12933,,52,Segeberg,274,Ulm,4,1,2,3,1,1,1,1
1,Nord,6,West,19580,18309,17717,17782,17156,18133,,52,Segeberg,282,Bergstraße,0,0,1,8,2,2,1,1
1,Nord,6,West,19580,18309,17717,17782,17156,18133,,52,Segeberg,286,Darmstadt,0,0,6,3,1,9,1,1
1,Nord,6,West,19580,18309,17717,17782,17156,18133,,52,Segeberg,287,Darmstadt-Dieburg,9,6,7,5,10,5,1,1
1,Nord,6,West,19580,18309,17717,17782,17156,18133,,52,Segeberg,291,Frankfurt,26,26,29,17,20,21,1,1
1,Nord,6,West,19580,18309,17717,17782,17156,18133,,52,Segeberg,294,Gießen,9,0,6,3,5,6,1,1
1,Nord,6,West,19580,18309,17717,17782,17156,18133,,52,Segeberg,295,Groß-Gerau,3,5,1,5,4,4,1,1
1,Nord,6,West,19580,18309,17717,17782,17156,18133,,52,Segeberg,297,Hochtaunuskreis,6,12,7,5,5,4,1,1
1,Nord,6,West,19580,18309,17717,17782,17156,18133,,52,Segeberg,300,Kassel,5,8,11,10,8,17,1,1
1,Nord,6,West,19580,18309,17717,17782,17156,18133,,52,Segeberg,307,Ludwigshafen,0,1,5,3,3,1,1,1
1,Nord,6,West,19580,18309,17717,17782,17156,18133,,52,Segeberg,308,Main-Kinzig-Kreis,16,12,9,9,4,8,1,1
1,Nord,6,West,19580,18309,17717,17782,17156,18133,,52,Segeberg,309,Main-Taunus-Kreis,5,8,3,2,15,2,1,1
1,Nord,6,West,19580,18309,17717,17782,17156,18133,,52,Segeberg,310,Mainz,3,14,4,5,7,11,1,1
1,Nord,6,West,19580,18309,17717,17782,17156,18133,,52,Segeberg,311,Mainz-Bingen,7,12,6,2,2,7,1,1
1,Nord,6,West,19580,18309,17717,17782,17156,18133,,52,Segeberg,312,Marburg-Biedenkopf,5,6,4,11,7,9,1,1
1,Nord,6,West,19580,18309,17717,17782,17156,18133,,52,Segeberg,313,Mayen-Koblenz,0,1,7,0,2,0,1,1
1,Nord,6,West,19580,18309,17717,17782,17156,18133,,52,Segeberg,320,Offenbach,12,8,7,3,3,10,1,1
1,Nord,6,West,19580,18309,17717,17782,17156,18133,,52,Segeberg,326,Saarbrücken,7,6,9,2,3,5,1,1
1,Nord,6,West,19580,18309,17717,17782,17156,18133,,52,Segeberg,334,Trier,6,3,9,6,10,3,1,1
1,Nord,6,West,19580,18309,17717,17782,17156,18133,,52,Segeberg,341,Wetteraukreis,18,9,6,14,6,8,1,1
1,Nord,6,West,19580,18309,17717,17782,17156,18133,,52,Segeberg,342,Wiesbaden,7,8,2,11,7,6,1,1
1,Nord,7,Nord West,40706,41264,41693,41570,41397,42206,,52,Segeberg,345,Aachen,14,18,10,20,14,17,1,1
1,Nord,7,Nord West,40706,41264,41693,41570,41397,42206,,52,Segeberg,346,Bielefeld,9,8,9,12,11,7,1,1
1,Nord,7,Nord West,40706,41264,41693,41570,41397,42206,,52,Segeberg,347,Bochum,4,8,11,7,11,5,1,1
1,Nord,7,Nord West,40706,41264,41693,41570,41397,42206,,52,Segeberg,348,Bonn,19,12,17,6,13,10,1,1
1,Nord,7,Nord West,40706,41264,41693,41570,41397,42206,,52,Segeberg,349,Borken,6,3,7,5,8,8,1,1
1,Nord,7,Nord West,40706,41264,41693,41570,41397,42206,,52,Segeberg,352,Dortmund,20,20,18,20,20,18,1,1
1,Nord,7,Nord West,40706,41264,41693,41570,41397,42206,,52,Segeberg,353,Duisburg,4,6,10,6,5,11,1,1
1,Nord,7,Nord West,40706,41264,41693,41570,41397,42206,,52,Segeberg,354,Düren,3,3,3,4,1,4,1,1
1,Nord,7,Nord West,40706,41264,41693,41570,41397,42206,,52,Segeberg,355,Düsseldorf,20,13,14,14,14,21,1,1
1,Nord,7,Nord West,40706,41264,41693,41570,41397,42206,,52,Segeberg,356,Ennepe-Ruhr-Kreis,1,5,7,7,7,3,1,1
1,Nord,7,Nord West,40706,41264,41693,41570,41397,42206,,52,Segeberg,357,Essen,4,1,12,14,8,18,1,1
1,Nord,7,Nord West,40706,41264,41693,41570,41397,42206,,52,Segeberg,359,Gelsenkirchen,3,4,4,5,3,3,1,1
1,Nord,7,Nord West,40706,41264,41693,41570,41397,42206,,52,Segeberg,360,Gütersloh,5,15,8,11,5,13,1,1
1,Nord,7,Nord West,40706,41264,41693,41570,41397,42206,,52,Segeberg,361,Hagen,1,5,2,2,8,7,1,1
1,Nord,7,Nord West,40706,41264,41693,41570,41397,42206,,52,Segeberg,364,Herford,5,3,11,8,1,7,1,1
1,Nord,7,Nord West,40706,41264,41693,41570,41397,42206,,52,Segeberg,368,Kleve,4,10,11,3,2,11,1,1
1,Nord,7,Nord West,40706,41264,41693,41570,41397,42206,,52,Segeberg,369,Köln,27,21,19,32,22,26,1,1
1,Nord,7,Nord West,40706,41264,41693,41570,41397,42206,,52,Segeberg,370,Krefeld,5,5,4,3,10,8,1,1
1,Nord,7,Nord West,40706,41264,41693,41570,41397,42206,,52,Segeberg,372,Lippe,21,13,16,9,10,13,1,1
1,Nord,7,Nord West,40706,41264,41693,41570,41397,42206,,52,Segeberg,373,Märkischer Kreis,9,5,11,4,4,6,1,1
1,Nord,7,Nord West,40706,41264,41693,41570,41397,42206,,52,Segeberg,374,Mettmann,17,17,4,15,14,5,1,1
1,Nord,7,Nord West,40706,41264,41693,41570,41397,42206,,52,Segeberg,375,Minden-Lübbecke,11,2,6,12,6,14,1,1
1,Nord,7,Nord West,40706,41264,41693,41570,41397,42206,,52,Segeberg,376,Mönchengladbach,2,4,7,0,8,6,1,1
1,Nord,7,Nord West,40706,41264,41693,41570,41397,42206,,52,Segeberg,378,Münster,3,15,12,4,21,13,1,1
1,Nord,7,Nord West,40706,41264,41693,41570,41397,42206,,52,Segeberg,379,Oberbergischer Kreis,7,2,4,1,5,0,1,1
1,Nord,7,Nord West,40706,41264,41693,41570,41397,42206,,52,Segeberg,380,Oberhausen,0,1,8,3,1,4,1,1
1,Nord,7,Nord West,40706,41264,41693,41570,41397,42206,,52,Segeberg,382,Paderborn,1,7,4,8,6,8,1,1
1,Nord,7,Nord West,40706,41264,41693,41570,41397,42206,,52,Segeberg,383,Recklinghausen,3,11,11,9,4,7,1,1
1,Nord,7,Nord West,40706,41264,41693,41570,41397,42206,,52,Segeberg,385,Rhein-Erft-Kreis,13,12,11,5,11,11,1,1
1,Nord,7,Nord West,40706,41264,41693,41570,41397,42206,,52,Segeberg,386,Rheinisch-Bergischer Kreis,9,3,3,5,2,4,1,1
1,Nord,7,Nord West,40706,41264,41693,41570,41397,42206,,52,Segeberg,387,Rhein-Kreis Neuss,11,18,4,7,10,10,1,1
1,Nord,7,Nord West,40706,41264,41693,41570,41397,42206,,52,Segeberg,388,Rhein-Sieg-Kreis,23,20,13,8,13,10,1,1
1,Nord,7,Nord West,40706,41264,41693,41570,41397,42206,,52,Segeberg,390,Soest,1,10,10,2,4,12,1,1
1,Nord,7,Nord West,40706,41264,41693,41570,41397,42206,,52,Segeberg,392,Steinfurt,23,15,11,22,7,14,1,1
1,Nord,7,Nord West,40706,41264,41693,41570,41397,42206,,52,Segeberg,393,Unna,18,12,12,14,16,14,1,1
1,Nord,7,Nord West,40706,41264,41693,41570,41397,42206,,52,Segeberg,394,Viersen,1,5,11,0,6,2,1,1
1,Nord,7,Nord West,40706,41264,41693,41570,41397,42206,,52,Segeberg,395,Warendorf,7,1,5,7,4,7,1,1
1,Nord,7,Nord West,40706,41264,41693,41570,41397,42206,,52,Segeberg,396,Wesel,1,14,3,12,5,6,1,1
1,Nord,7,Nord West,40706,41264,41693,41570,41397,42206,,52,Segeberg,397,Wuppertal,1,7,8,3,8,7,1,1
1,Nord,1,Nord,290532,290261,285487,268759,258607,277997,,56,Stormarn,3,Braunschweig,14,15,12,19,32,11,1,1
1,Nord,1,Nord,290532,290261,285487,268759,258607,277997,,56,Stormarn,4,Bremen,26,46,44,45,58,74,1,1
1,Nord,1,Nord,290532,290261,285487,268759,258607,277997,,56,Stormarn,13,Emsland,3,17,7,10,8,11,1,1
1,Nord,1,Nord,290532,290261,285487,268759,258607,277997,,56,Stormarn,18,Göttingen,12,12,12,12,12,10,1,1
1,Nord,1,Nord,290532,290261,285487,268759,258607,277997,,56,Stormarn,20,Hamburg,3658,3522,3613,3525,3491,3544,1,1
1,Nord,1,Nord,290532,290261,285487,268759,258607,277997,,56,Stormarn,22,Harburg,164,134,169,167,129,137,1,1
1,Nord,1,Nord,290532,290261,285487,268759,258607,277997,,56,Stormarn,24,Herzogtum Lauenburg,1117,967,980,911,794,921,1,1
1,Nord,1,Nord,290532,290261,285487,268759,258607,277997,,56,Stormarn,25,Hildesheim,19,2,9,13,12,8,1,1
1,Nord,1,Nord,290532,290261,285487,268759,258607,277997,,56,Stormarn,27,Kiel,79,110,138,124,116,104,1,1
1,Nord,1,Nord,290532,290261,285487,268759,258607,277997,,56,Stormarn,29,Lübeck,419,541,510,491,499,514,1,1
1,Nord,1,Nord,290532,290261,285487,268759,258607,277997,,56,Stormarn,31,Lüneburg,95,115,98,80,90,73,1,1
1,Nord,1,Nord,290532,290261,285487,268759,258607,277997,,56,Stormarn,36,Oldenburg,8,11,10,18,19,13,1,1
1,Nord,1,Nord,290532,290261,285487,268759,258607,277997,,56,Stormarn,39,Osnabrück,17,12,6,6,3,15,1,1
1,Nord,1,Nord,290532,290261,285487,268759,258607,277997,,56,Stormarn,42,Ostholstein,291,293,273,258,250,299,1,1
1,Nord,1,Nord,290532,290261,285487,268759,258607,277997,,56,Stormarn,44,Pinneberg,125,154,133,118,150,142,1,1
1,Nord,1,Nord,290532,290261,285487,268759,258607,277997,,56,Stormarn,46,Region Hannover,63,55,60,70,43,60,1,1
1,Nord,1,Nord,290532,290261,285487,268759,258607,277997,,56,Stormarn,47,Rendsburg-Eckernförde,78,80,63,65,77,79,1,1
1,Nord,1,Nord,290532,290261,285487,268759,258607,277997,,56,Stormarn,51,Schleswig-Flensburg,54,76,51,53,45,36,1,1
1,Nord,1,Nord,290532,290261,285487,268759,258607,277997,,56,Stormarn,52,Segeberg,533,602,519,515,598,590,1,1
1,Nord,1,Nord,290532,290261,285487,268759,258607,277997,,56,Stormarn,56,Stormarn,0,0,0,0,0,0,1,1
1,Nord,2,Nord Ost,25323,25117,24412,24678,22518,27203,,56,Stormarn,65,Barnim,0,0,2,5,2,9,1,1
1,Nord,2,Nord Ost,25323,25117,24412,24678,22518,27203,,56,Stormarn,66,Berlin,138,145,131,156,148,143,1,1
1,Nord,2,Nord Ost,25323,25117,24412,24678,22518,27203,,56,Stormarn,72,Ludwigslust-Parchim,60,120,77,66,65,86,1,1
1,Nord,2,Nord Ost,25323,25117,24412,24678,22518,27203,,56,Stormarn,73,Märkisch-Oderland,0,0,2,1,0,2,1,1
1,Nord,2,Nord Ost,25323,25117,24412,24678,22518,27203,,56,Stormarn,74,Mecklenb.,17,39,22,25,28,28,1,1
1,Nord,2,Nord Ost,25323,25117,24412,24678,22518,27203,,56,Stormarn,76,Oberhavel,6,1,8,4,9,8,1,1
1,Nord,2,Nord Ost,25323,25117,24412,24678,22518,27203,,56,Stormarn,80,Potsdam-Mittelmark,24,18,9,16,23,17,1,1
1,Nord,2,Nord Ost,25323,25117,24412,24678,22518,27203,,56,Stormarn,82,Rostock,21,31,41,31,19,41,1,1
1,Nord,2,Nord Ost,25323,25117,24412,24678,22518,27203,,56,Stormarn,83,Rostock,26,30,24,23,25,29,1,1
1,Nord,2,Nord Ost,25323,25117,24412,24678,22518,27203,,56,Stormarn,88,Vorpommern-Greifswald,10,14,13,26,29,40,1,1
1,Nord,3,Ost,15098,13269,13911,13695,13710,15072,,56,Stormarn,92,Bautzen,2,1,4,0,8,1,1,1
1,Nord,3,Ost,15098,13269,13911,13695,13710,15072,,56,Stormarn,95,Chemnitz,1,2,1,1,0,1,1,1
1,Nord,3,Ost,15098,13269,13911,13695,13710,15072,,56,Stormarn,97,Dresden,6,10,12,12,5,13,1,1
1,Nord,3,Ost,15098,13269,13911,13695,13710,15072,,56,Stormarn,100,Erfurt,1,0,1,1,5,2,1,1
